,,,,,,,,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES ("
756,10,14,16,18,27,28,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (756,10,14,16,18,27,28,28, current_timestamp);"
755,13,14,26,28,30,36,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (755,13,14,26,28,30,36,36, current_timestamp);"
754,2,8,17,24,29,31,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (754,2,8,17,24,29,31,31, current_timestamp);"
753,2,17,19,24,37,41,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (753,2,17,19,24,37,41,41, current_timestamp);"
752,4,16,20,33,40,43,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (752,4,16,20,33,40,43,43, current_timestamp);"
751,3,4,16,20,28,44,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (751,3,4,16,20,28,44,44, current_timestamp);"
750,1,2,15,19,24,36,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (750,1,2,15,19,24,36,36, current_timestamp);"
749,12,14,24,26,34,45,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (749,12,14,24,26,34,45,45, current_timestamp);"
748,3,10,13,22,31,32,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (748,3,10,13,22,31,32,32, current_timestamp);"
747,7,9,12,14,23,28,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (747,7,9,12,14,23,28,28, current_timestamp);"
746,3,12,33,36,42,45,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (746,3,12,33,36,42,45,45, current_timestamp);"
745,1,2,3,9,12,23,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (745,1,2,3,9,12,23,23, current_timestamp);"
744,10,15,18,21,34,41,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (744,10,15,18,21,34,41,41, current_timestamp);"
743,15,19,21,34,41,44,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (743,15,19,21,34,41,44,44, current_timestamp);"
742,8,10,13,36,37,40,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (742,8,10,13,36,37,40,40, current_timestamp);"
741,5,21,27,34,44,45,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (741,5,21,27,34,44,45,45, current_timestamp);"
740,4,8,9,16,17,19,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (740,4,8,9,16,17,19,19, current_timestamp);"
739,7,22,29,33,34,35,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (739,7,22,29,33,34,35,35, current_timestamp);"
738,23,27,28,38,42,43,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (738,23,27,28,38,42,43,43, current_timestamp);"
737,13,15,18,24,27,41,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (737,13,15,18,24,27,41,41, current_timestamp);"
736,2,11,17,18,21,27,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (736,2,11,17,18,21,27,27, current_timestamp);"
735,5,10,13,27,37,41,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (735,5,10,13,27,37,41,41, current_timestamp);"
734,6,16,37,38,41,45,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (734,6,16,37,38,41,45,45, current_timestamp);"
733,11,24,32,33,35,40,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (733,11,24,32,33,35,40,40, current_timestamp);"
732,2,4,5,17,27,32,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (732,2,4,5,17,27,32,32, current_timestamp);"
731,2,7,13,25,42,45,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (731,2,7,13,25,42,45,45, current_timestamp);"
730,4,10,14,15,18,22,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (730,4,10,14,15,18,22,22, current_timestamp);"
729,11,17,21,26,36,45,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (729,11,17,21,26,36,45,45, current_timestamp);"
728,3,6,10,30,34,37,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (728,3,6,10,30,34,37,37, current_timestamp);"
727,7,8,10,19,21,31,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (727,7,8,10,19,21,31,31, current_timestamp);"
726,1,11,21,23,34,44,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (726,1,11,21,23,34,44,44, current_timestamp);"
725,6,7,19,21,41,43,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (725,6,7,19,21,41,43,43, current_timestamp);"
724,2,8,33,35,37,41,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (724,2,8,33,35,37,41,41, current_timestamp);"
723,20,30,33,35,36,44,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (723,20,30,33,35,36,44,44, current_timestamp);"
722,12,14,21,30,39,43,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (722,12,14,21,30,39,43,43, current_timestamp);"
721,1,28,35,41,43,44,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (721,1,28,35,41,43,44,44, current_timestamp);"
720,1,12,29,34,36,37,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (720,1,12,29,34,36,37,37, current_timestamp);"
719,4,8,13,19,20,43,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (719,4,8,13,19,20,43,43, current_timestamp);"
718,4,11,20,23,32,39,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (718,4,11,20,23,32,39,39, current_timestamp);"
717,2,11,19,25,28,32,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (717,2,11,19,25,28,32,32, current_timestamp);"
716,2,6,13,16,29,30,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (716,2,6,13,16,29,30,30, current_timestamp);"
715,2,7,27,33,41,44,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (715,2,7,27,33,41,44,44, current_timestamp);"
714,1,7,22,33,37,40,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (714,1,7,22,33,37,40,40, current_timestamp);"
713,2,5,15,18,19,23,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (713,2,5,15,18,19,23,23, current_timestamp);"
712,17,20,30,31,33,45,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (712,17,20,30,31,33,45,45, current_timestamp);"
711,11,15,24,35,37,45,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (711,11,15,24,35,37,45,45, current_timestamp);"
710,3,4,9,24,25,33,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (710,3,4,9,24,25,33,33, current_timestamp);"
709,10,18,30,36,39,44,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (709,10,18,30,36,39,44,44, current_timestamp);"
708,2,10,16,19,34,45,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (708,2,10,16,19,34,45,45, current_timestamp);"
707,2,12,19,24,39,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (707,2,12,19,24,39,44,44, current_timestamp);"
706,3,4,6,10,28,30,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (706,3,4,6,10,28,30,30, current_timestamp);"
705,1,6,17,22,28,45,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (705,1,6,17,22,28,45,45, current_timestamp);"
704,1,4,8,23,33,42,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (704,1,4,8,23,33,42,42, current_timestamp);"
703,10,28,31,33,41,44,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (703,10,28,31,33,41,44,44, current_timestamp);"
702,3,13,16,24,26,29,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (702,3,13,16,24,26,29,29, current_timestamp);"
701,3,10,14,16,36,38,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (701,3,10,14,16,36,38,38, current_timestamp);"
700,11,23,28,29,30,44,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (700,11,23,28,29,30,44,44, current_timestamp);"
699,4,5,8,16,21,29,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (699,4,5,8,16,21,29,29, current_timestamp);"
698,3,11,13,21,33,37,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (698,3,11,13,21,33,37,37, current_timestamp);"
697,2,5,8,11,33,39,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (697,2,5,8,11,33,39,39, current_timestamp);"
696,1,7,16,18,34,38,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (696,1,7,16,18,34,38,38, current_timestamp);"
695,4,18,26,33,34,38,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (695,4,18,26,33,34,38,38, current_timestamp);"
694,7,15,20,25,33,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (694,7,15,20,25,33,43,43, current_timestamp);"
693,1,6,11,28,34,42,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (693,1,6,11,28,34,42,42, current_timestamp);"
692,3,11,14,15,32,36,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (692,3,11,14,15,32,36,36, current_timestamp);"
691,15,27,33,35,43,45,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (691,15,27,33,35,43,45,45, current_timestamp);"
690,24,25,33,34,38,39,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (690,24,25,33,34,38,39,39, current_timestamp);"
689,7,17,19,30,36,38,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (689,7,17,19,30,36,38,38, current_timestamp);"
688,5,15,22,23,34,35,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (688,5,15,22,23,34,35,35, current_timestamp);"
687,1,8,10,13,28,42,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (687,1,8,10,13,28,42,42, current_timestamp);"
686,7,12,15,24,25,43,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (686,7,12,15,24,25,43,43, current_timestamp);"
685,6,7,12,28,38,40,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (685,6,7,12,28,38,40,40, current_timestamp);"
684,1,11,15,17,25,39,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (684,1,11,15,17,25,39,39, current_timestamp);"
683,6,13,20,27,28,40,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (683,6,13,20,27,28,40,40, current_timestamp);"
682,17,23,27,35,38,43,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (682,17,23,27,35,38,43,43, current_timestamp);"
681,21,24,27,29,43,44,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (681,21,24,27,29,43,44,44, current_timestamp);"
680,4,10,19,29,32,42,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (680,4,10,19,29,32,42,42, current_timestamp);"
679,3,5,7,14,26,34,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (679,3,5,7,14,26,34,34, current_timestamp);"
678,4,5,6,12,25,37,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (678,4,5,6,12,25,37,37, current_timestamp);"
677,12,15,24,36,41,44,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (677,12,15,24,36,41,44,44, current_timestamp);"
676,1,8,17,34,39,45,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (676,1,8,17,34,39,45,45, current_timestamp);"
675,1,8,11,15,18,45,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (675,1,8,11,15,18,45,45, current_timestamp);"
674,9,10,14,25,27,31,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (674,9,10,14,25,27,31,31, current_timestamp);"
673,7,10,17,29,33,44,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (673,7,10,17,29,33,44,44, current_timestamp);"
672,8,21,28,31,36,45,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (672,8,21,28,31,36,45,45, current_timestamp);"
671,7,9,10,13,31,35,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (671,7,9,10,13,31,35,35, current_timestamp);"
670,11,18,26,27,40,41,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (670,11,18,26,27,40,41,41, current_timestamp);"
669,7,8,20,29,33,38,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (669,7,8,20,29,33,38,38, current_timestamp);"
668,12,14,15,24,27,32,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (668,12,14,15,24,27,32,32, current_timestamp);"
667,15,17,25,37,42,43,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (667,15,17,25,37,42,43,43, current_timestamp);"
666,2,4,6,11,17,28,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (666,2,4,6,11,17,28,28, current_timestamp);"
665,5,6,11,17,38,44,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (665,5,6,11,17,38,44,44, current_timestamp);"
664,10,20,33,36,41,44,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (664,10,20,33,36,41,44,44, current_timestamp);"
663,3,5,8,19,38,42,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (663,3,5,8,19,38,42,42, current_timestamp);"
662,5,6,9,11,15,37,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (662,5,6,9,11,15,37,37, current_timestamp);"
661,2,3,12,20,27,38,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (661,2,3,12,20,27,38,38, current_timestamp);"
660,4,9,23,33,39,44,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (660,4,9,23,33,39,44,44, current_timestamp);"
659,7,18,19,27,29,42,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (659,7,18,19,27,29,42,42, current_timestamp);"
658,8,19,25,28,32,36,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (658,8,19,25,28,32,36,36, current_timestamp);"
657,10,14,19,39,40,43,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (657,10,14,19,39,40,43,43, current_timestamp);"
656,3,7,14,16,31,40,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (656,3,7,14,16,31,40,40, current_timestamp);"
655,7,37,38,39,40,44,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (655,7,37,38,39,40,44,44, current_timestamp);"
654,16,21,26,31,36,43,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (654,16,21,26,31,36,43,43, current_timestamp);"
653,5,6,26,27,38,39,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (653,5,6,26,27,38,39,39, current_timestamp);"
652,3,13,15,40,41,44,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (652,3,13,15,40,41,44,44, current_timestamp);"
651,11,12,16,26,29,44,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (651,11,12,16,26,29,44,44, current_timestamp);"
650,3,4,7,11,31,41,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (650,3,4,7,11,31,41,41, current_timestamp);"
649,3,21,22,33,41,42,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (649,3,21,22,33,41,42,42, current_timestamp);"
648,13,19,28,37,38,43,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (648,13,19,28,37,38,43,43, current_timestamp);"
647,5,16,21,23,24,30,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (647,5,16,21,23,24,30,30, current_timestamp);"
646,2,9,24,41,43,45,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (646,2,9,24,41,43,45,45, current_timestamp);"
645,1,4,16,26,40,41,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (645,1,4,16,26,40,41,41, current_timestamp);"
644,5,13,17,23,28,36,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (644,5,13,17,23,28,36,36, current_timestamp);"
643,15,24,31,32,33,40,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (643,15,24,31,32,33,40,40, current_timestamp);"
642,8,17,18,24,39,45,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (642,8,17,18,24,39,45,45, current_timestamp);"
641,11,18,21,36,37,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (641,11,18,21,36,37,43,43, current_timestamp);"
640,14,15,18,21,26,35,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (640,14,15,18,21,26,35,35, current_timestamp);"
639,6,15,22,23,25,32,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (639,6,15,22,23,25,32,32, current_timestamp);"
638,7,18,22,24,31,34,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (638,7,18,22,24,31,34,34, current_timestamp);"
637,3,16,22,37,38,44,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (637,3,16,22,37,38,44,44, current_timestamp);"
636,6,7,15,16,20,31,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (636,6,7,15,16,20,31,31, current_timestamp);"
635,11,13,25,26,29,33,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (635,11,13,25,26,29,33,33, current_timestamp);"
634,4,10,11,12,20,27,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (634,4,10,11,12,20,27,27, current_timestamp);"
633,9,12,19,20,39,41,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (633,9,12,19,20,39,41,41, current_timestamp);"
632,15,18,21,32,35,44,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (632,15,18,21,32,35,44,44, current_timestamp);"
631,1,2,4,23,31,34,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (631,1,2,4,23,31,34,34, current_timestamp);"
630,8,17,21,24,27,31,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (630,8,17,21,24,27,31,31, current_timestamp);"
629,19,28,31,38,43,44,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (629,19,28,31,38,43,44,44, current_timestamp);"
628,1,7,12,15,23,42,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (628,1,7,12,15,23,42,42, current_timestamp);"
627,2,9,22,25,31,45,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (627,2,9,22,25,31,45,45, current_timestamp);"
626,13,14,26,33,40,43,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (626,13,14,26,33,40,43,43, current_timestamp);"
625,3,6,7,20,21,39,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (625,3,6,7,20,21,39,39, current_timestamp);"
624,1,7,19,26,27,35,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (624,1,7,19,26,27,35,35, current_timestamp);"
623,7,13,30,39,41,45,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (623,7,13,30,39,41,45,45, current_timestamp);"
622,9,15,16,21,28,34,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (622,9,15,16,21,28,34,34, current_timestamp);"
621,1,2,6,16,19,42,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (621,1,2,6,16,19,42,42, current_timestamp);"
620,2,16,17,32,39,45,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (620,2,16,17,32,39,45,45, current_timestamp);"
619,6,8,13,30,35,40,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (619,6,8,13,30,35,40,40, current_timestamp);"
618,8,16,25,30,42,43,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (618,8,16,25,30,42,43,43, current_timestamp);"
617,4,5,11,12,24,27,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (617,4,5,11,12,24,27,27, current_timestamp);"
616,5,13,18,23,40,45,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (616,5,13,18,23,40,45,45, current_timestamp);"
615,10,17,18,19,23,27,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (615,10,17,18,19,23,27,27, current_timestamp);"
614,8,21,25,39,40,44,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (614,8,21,25,39,40,44,44, current_timestamp);"
613,7,8,11,16,41,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (613,7,8,11,16,41,44,44, current_timestamp);"
612,6,9,18,19,25,33,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (612,6,9,18,19,25,33,33, current_timestamp);"
611,2,22,27,33,36,37,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (611,2,22,27,33,36,37,37, current_timestamp);"
610,14,18,20,23,28,36,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (610,14,18,20,23,28,36,36, current_timestamp);"
609,4,8,27,34,39,40,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (609,4,8,27,34,39,40,40, current_timestamp);"
608,4,8,18,19,39,44,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (608,4,8,18,19,39,44,44, current_timestamp);"
607,8,14,23,36,38,39,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (607,8,14,23,36,38,39,39, current_timestamp);"
606,1,5,6,14,20,39,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (606,1,5,6,14,20,39,39, current_timestamp);"
605,1,2,7,9,10,38,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (605,1,2,7,9,10,38,38, current_timestamp);"
604,2,6,18,21,33,34,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (604,2,6,18,21,33,34,34, current_timestamp);"
603,2,19,25,26,27,43,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (603,2,19,25,26,27,43,43, current_timestamp);"
