,,,,,,,,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES ("
602,13,14,22,27,30,38,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (602,13,14,22,27,30,38,38, current_timestamp);"
601,2,16,19,31,34,35,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (601,2,16,19,31,34,35,35, current_timestamp);"
600,5,11,14,27,29,36,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (600,5,11,14,27,29,36,36, current_timestamp);"
599,5,12,17,29,34,35,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (599,5,12,17,29,34,35,35, current_timestamp);"
598,4,12,24,33,38,45,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (598,4,12,24,33,38,45,45, current_timestamp);"
597,8,10,23,24,35,43,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (597,8,10,23,24,35,43,43, current_timestamp);"
596,3,4,12,14,25,43,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (596,3,4,12,14,25,43,43, current_timestamp);"
595,8,24,28,35,38,40,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (595,8,24,28,35,38,40,40, current_timestamp);"
594,2,8,13,25,28,37,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (594,2,8,13,25,28,37,37, current_timestamp);"
593,9,10,13,24,33,38,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (593,9,10,13,24,33,38,38, current_timestamp);"
592,2,5,6,13,28,44,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (592,2,5,6,13,28,44,44, current_timestamp);"
591,8,13,14,30,38,39,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (591,8,13,14,30,38,39,39, current_timestamp);"
590,20,30,36,38,41,45,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (590,20,30,36,38,41,45,45, current_timestamp);"
589,6,8,28,33,38,39,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (589,6,8,28,33,38,39,39, current_timestamp);"
588,2,8,15,22,25,41,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (588,2,8,15,22,25,41,41, current_timestamp);"
587,14,21,29,31,32,37,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (587,14,21,29,31,32,37,37, current_timestamp);"
586,2,7,12,15,21,34,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (586,2,7,12,15,21,34,34, current_timestamp);"
585,6,7,10,16,38,41,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (585,6,7,10,16,38,41,41, current_timestamp);"
584,7,18,30,39,40,41,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (584,7,18,30,39,40,41,41, current_timestamp);"
583,8,17,27,33,40,44,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (583,8,17,27,33,40,44,44, current_timestamp);"
582,2,12,14,33,40,41,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (582,2,12,14,33,40,41,41, current_timestamp);"
581,3,5,14,20,42,44,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (581,3,5,14,20,42,44,44, current_timestamp);"
580,5,7,9,11,32,35,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (580,5,7,9,11,32,35,35, current_timestamp);"
579,5,7,20,22,37,42,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (579,5,7,20,22,37,42,42, current_timestamp);"
578,5,12,14,32,34,42,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (578,5,12,14,32,34,42,42, current_timestamp);"
577,16,17,22,31,34,37,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (577,16,17,22,31,34,37,37, current_timestamp);"
576,10,11,15,25,35,41,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (576,10,11,15,25,35,41,41, current_timestamp);"
575,2,8,20,30,33,34,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (575,2,8,20,30,33,34,34, current_timestamp);"
574,14,15,16,19,25,43,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (574,14,15,16,19,25,43,43, current_timestamp);"
573,2,4,20,34,35,43,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (573,2,4,20,34,35,43,43, current_timestamp);"
572,3,13,18,33,37,45,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (572,3,13,18,33,37,45,45, current_timestamp);"
571,11,18,21,26,38,43,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (571,11,18,21,26,38,43,43, current_timestamp);"
570,1,12,26,27,29,33,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (570,1,12,26,27,29,33,33, current_timestamp);"
569,3,6,13,23,24,35,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (569,3,6,13,23,24,35,35, current_timestamp);"
568,1,3,17,20,31,44,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (568,1,3,17,20,31,44,44, current_timestamp);"
567,1,10,15,16,32,41,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (567,1,10,15,16,32,41,41, current_timestamp);"
566,4,5,6,25,26,43,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (566,4,5,6,25,26,43,43, current_timestamp);"
565,4,10,18,27,40,45,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (565,4,10,18,27,40,45,45, current_timestamp);"
564,14,19,25,26,27,34,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (564,14,19,25,26,27,34,34, current_timestamp);"
563,5,10,16,17,31,32,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (563,5,10,16,17,31,32,32, current_timestamp);"
562,4,11,13,17,20,31,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (562,4,11,13,17,20,31,31, current_timestamp);"
561,5,7,18,37,42,45,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (561,5,7,18,37,42,45,45, current_timestamp);"
560,1,4,20,23,29,45,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (560,1,4,20,23,29,45,45, current_timestamp);"
559,11,12,25,32,44,45,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (559,11,12,25,32,44,45,45, current_timestamp);"
558,12,15,19,26,40,43,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (558,12,15,19,26,40,43,43, current_timestamp);"
557,4,20,26,28,35,40,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (557,4,20,26,28,35,40,40, current_timestamp);"
556,12,20,23,28,30,44,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (556,12,20,23,28,30,44,44, current_timestamp);"
555,11,17,21,24,26,36,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (555,11,17,21,24,26,36,36, current_timestamp);"
554,13,14,17,32,41,42,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (554,13,14,17,32,41,42,42, current_timestamp);"
553,2,7,17,28,29,39,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (553,2,7,17,28,29,39,39, current_timestamp);"
552,1,10,20,32,35,40,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (552,1,10,20,32,35,40,40, current_timestamp);"
551,3,6,20,24,27,44,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (551,3,6,20,24,27,44,44, current_timestamp);"
550,1,7,14,20,34,37,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (550,1,7,14,20,34,37,37, current_timestamp);"
549,29,31,35,38,40,44,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (549,29,31,35,38,40,44,44, current_timestamp);"
548,1,12,13,21,32,45,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (548,1,12,13,21,32,45,45, current_timestamp);"
547,6,7,15,22,34,39,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (547,6,7,15,22,34,39,39, current_timestamp);"
546,8,17,20,27,37,43,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (546,8,17,20,27,37,43,43, current_timestamp);"
545,4,24,25,27,34,35,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (545,4,24,25,27,34,35,35, current_timestamp);"
544,5,17,21,25,36,44,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (544,5,17,21,25,36,44,44, current_timestamp);"
543,13,18,26,31,34,44,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (543,13,18,26,31,34,44,44, current_timestamp);"
542,5,6,19,26,41,45,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (542,5,6,19,26,41,45,45, current_timestamp);"
541,8,13,26,28,32,34,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (541,8,13,26,28,32,34,34, current_timestamp);"
540,3,12,13,15,34,36,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (540,3,12,13,15,34,36,36, current_timestamp);"
539,3,19,22,31,42,43,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (539,3,19,22,31,42,43,43, current_timestamp);"
538,6,10,18,31,32,34,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (538,6,10,18,31,32,34,34, current_timestamp);"
537,12,23,26,30,36,43,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (537,12,23,26,30,36,43,43, current_timestamp);"
536,7,8,18,32,37,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (536,7,8,18,32,37,43,43, current_timestamp);"
535,11,12,14,15,18,39,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (535,11,12,14,15,18,39,39, current_timestamp);"
534,10,24,26,29,37,38,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (534,10,24,26,29,37,38,38, current_timestamp);"
533,9,14,15,17,31,33,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (533,9,14,15,17,31,33,33, current_timestamp);"
532,16,17,23,24,29,44,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (532,16,17,23,24,29,44,44, current_timestamp);"
531,1,5,9,21,27,35,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (531,1,5,9,21,27,35,35, current_timestamp);"
530,16,23,27,29,33,41,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (530,16,23,27,29,33,41,41, current_timestamp);"
529,18,20,24,27,31,42,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (529,18,20,24,27,31,42,42, current_timestamp);"
528,5,17,25,31,39,40,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (528,5,17,25,31,39,40,40, current_timestamp);"
527,1,12,22,32,33,42,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (527,1,12,22,32,33,42,42, current_timestamp);"
526,7,14,17,20,35,39,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (526,7,14,17,20,35,39,39, current_timestamp);"
525,11,23,26,29,39,44,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (525,11,23,26,29,39,44,44, current_timestamp);"
524,10,11,29,38,41,45,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (524,10,11,29,38,41,45,45, current_timestamp);"
523,1,4,37,38,40,45,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (523,1,4,37,38,40,45,45, current_timestamp);"
522,4,5,13,14,37,41,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (522,4,5,13,14,37,41,41, current_timestamp);"
521,3,7,18,29,32,36,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (521,3,7,18,29,32,36,36, current_timestamp);"
520,4,22,27,28,38,40,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (520,4,22,27,28,38,40,40, current_timestamp);"
519,6,8,13,16,30,43,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (519,6,8,13,16,30,43,43, current_timestamp);"
518,14,23,30,32,34,38,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (518,14,23,30,32,34,38,38, current_timestamp);"
517,1,9,12,28,36,41,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (517,1,9,12,28,36,41,41, current_timestamp);"
516,2,8,23,41,43,44,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (516,2,8,23,41,43,44,44, current_timestamp);"
515,2,11,12,15,23,37,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (515,2,11,12,15,23,37,37, current_timestamp);"
514,1,15,20,26,35,42,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (514,1,15,20,26,35,42,42, current_timestamp);"
513,5,8,21,23,27,33,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (513,5,8,21,23,27,33,33, current_timestamp);"
512,4,5,9,13,26,27,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (512,4,5,9,13,26,27,27, current_timestamp);"
511,3,7,14,23,26,42,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (511,3,7,14,23,26,42,42, current_timestamp);"
510,12,29,32,33,39,40,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (510,12,29,32,33,39,40,40, current_timestamp);"
509,12,25,29,35,42,43,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (509,12,25,29,35,42,43,43, current_timestamp);"
508,5,27,31,34,35,43,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (508,5,27,31,34,35,43,43, current_timestamp);"
507,12,13,32,33,40,41,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (507,12,13,32,33,40,41,41, current_timestamp);"
506,6,9,11,22,24,30,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (506,6,9,11,22,24,30,30, current_timestamp);"
505,7,20,22,25,38,40,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (505,7,20,22,25,38,40,40, current_timestamp);"
504,6,14,22,26,43,44,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (504,6,14,22,26,43,44,44, current_timestamp);"
503,1,5,27,30,34,36,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (503,1,5,27,30,34,36,36, current_timestamp);"
502,6,22,28,32,34,40,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (502,6,22,28,32,34,40,40, current_timestamp);"
501,1,4,10,17,31,42,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (501,1,4,10,17,31,42,42, current_timestamp);"
500,3,4,12,20,24,34,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (500,3,4,12,20,24,34,34, current_timestamp);"
499,5,20,23,27,35,40,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (499,5,20,23,27,35,40,40, current_timestamp);"
498,13,14,24,32,39,41,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (498,13,14,24,32,39,41,41, current_timestamp);"
497,19,20,23,24,43,44,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (497,19,20,23,24,43,44,44, current_timestamp);"
496,4,13,20,29,36,41,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (496,4,13,20,29,36,41,41, current_timestamp);"
495,4,13,22,27,34,44,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (495,4,13,22,27,34,44,44, current_timestamp);"
494,5,7,8,15,30,43,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (494,5,7,8,15,30,43,43, current_timestamp);"
493,20,22,26,33,36,37,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (493,20,22,26,33,36,37,37, current_timestamp);"
492,22,27,31,35,37,40,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (492,22,27,31,35,37,40,40, current_timestamp);"
491,8,17,35,36,39,42,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (491,8,17,35,36,39,42,42, current_timestamp);"
490,2,7,26,29,40,43,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (490,2,7,26,29,40,43,43, current_timestamp);"
489,2,4,8,15,20,27,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (489,2,4,8,15,20,27,27, current_timestamp);"
488,2,8,17,30,31,38,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (488,2,8,17,30,31,38,38, current_timestamp);"
487,4,8,25,27,37,41,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (487,4,8,25,27,37,41,41, current_timestamp);"
486,1,2,23,25,38,40,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (486,1,2,23,25,38,40,40, current_timestamp);"
485,17,22,26,27,36,39,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (485,17,22,26,27,36,39,39, current_timestamp);"
484,1,3,27,28,32,45,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (484,1,3,27,28,32,45,45, current_timestamp);"
483,12,15,19,22,28,34,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (483,12,15,19,22,28,34,34, current_timestamp);"
482,1,10,16,24,25,35,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (482,1,10,16,24,25,35,35, current_timestamp);"
481,3,4,23,29,40,41,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (481,3,4,23,29,40,41,41, current_timestamp);"
480,3,5,10,17,30,31,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (480,3,5,10,17,30,31,31, current_timestamp);"
479,8,23,25,27,35,44,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (479,8,23,25,27,35,44,44, current_timestamp);"
478,18,29,30,37,39,43,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (478,18,29,30,37,39,43,43, current_timestamp);"
477,14,25,29,32,33,45,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (477,14,25,29,32,33,45,45, current_timestamp);"
476,9,12,13,15,37,38,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (476,9,12,13,15,37,38,38, current_timestamp);"
475,1,9,14,16,21,29,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (475,1,9,14,16,21,29,29, current_timestamp);"
474,4,13,18,31,33,45,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (474,4,13,18,31,33,45,45, current_timestamp);"
473,8,13,20,22,23,36,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (473,8,13,20,22,23,36,36, current_timestamp);"
472,16,25,26,31,36,43,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (472,16,25,26,31,36,43,43, current_timestamp);"
471,6,13,29,37,39,41,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (471,6,13,29,37,39,41,41, current_timestamp);"
470,10,16,20,39,41,42,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (470,10,16,20,39,41,42,42, current_timestamp);"
469,4,21,22,34,37,38,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (469,4,21,22,34,37,38,38, current_timestamp);"
468,8,13,15,28,37,43,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (468,8,13,15,28,37,43,43, current_timestamp);"
467,2,12,14,17,24,40,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (467,2,12,14,17,24,40,40, current_timestamp);"
466,4,10,13,23,32,44,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (466,4,10,13,23,32,44,44, current_timestamp);"
465,1,8,11,13,22,38,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (465,1,8,11,13,22,38,38, current_timestamp);"
464,6,12,15,34,42,44,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (464,6,12,15,34,42,44,44, current_timestamp);"
463,23,29,31,33,34,44,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (463,23,29,31,33,34,44,44, current_timestamp);"
462,3,20,24,32,37,45,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (462,3,20,24,32,37,45,45, current_timestamp);"
461,11,18,26,31,37,40,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (461,11,18,26,31,37,40,40, current_timestamp);"
460,8,11,28,30,43,45,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (460,8,11,28,30,43,45,45, current_timestamp);"
459,4,6,10,14,25,40,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (459,4,6,10,14,25,40,40, current_timestamp);"
458,4,9,10,32,36,40,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (458,4,9,10,32,36,40,40, current_timestamp);"
457,8,10,18,23,27,40,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (457,8,10,18,23,27,40,40, current_timestamp);"
456,1,7,12,18,23,27,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (456,1,7,12,18,23,27,27, current_timestamp);"
455,4,19,20,26,30,35,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (455,4,19,20,26,30,35,35, current_timestamp);"
454,13,25,27,34,38,41,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (454,13,25,27,34,38,41,41, current_timestamp);"
453,12,24,33,38,40,42,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (453,12,24,33,38,40,42,42, current_timestamp);"
452,8,10,18,30,32,34,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (452,8,10,18,30,32,34,34, current_timestamp);"
451,12,15,20,24,30,38,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (451,12,15,20,24,30,38,38, current_timestamp);"
450,6,14,19,21,23,31,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (450,6,14,19,21,23,31,31, current_timestamp);"
449,3,10,20,26,35,43,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (449,3,10,20,26,35,43,43, current_timestamp);"
